 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
   jday   mon   day    yr     unit   gis_id   name                  area         precip           evap           seep          flo_stor       sed_stor      orgn_stor      sedp_stor       no3_stor      solp_stor      chla_stor       nh3_stor       no2_stor      cbod_stor       dox_stor       san_stor       sil_stor       cla_stor       sag_stor       lag_stor       grv_stor           null         flo_in         sed_in        orgn_in        sedp_in         no3_in        solp_in        chla_in         nh3_in         no2_in        cbod_in         dox_in         san_in         sil_in         cla_in         sag_in         lag_in         grv_in           null        flo_out        sed_out       orgn_out       sedp_out        no3_out       solp_out       chla_out        nh3_out        no2_out       cbod_out        dox_out        san_out        sil_out        cla_out        sag_out        lag_out        grv_out           null     water_temp
                                                                      ha           ha-m           ha-m           ha-m           m^3/s          mtons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s          mtons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s          mtons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                          degc
     1     1     1  2001      20      20  cha020               0.5602E+00     0.5715E-02     0.1117E-03     0.5602E-03     0.1260E+03     0.9713E-01     0.5554E-01     0.3276E-02     0.4300E-02     0.7364E-03     0.1438E-02     0.0000E+00     0.0000E+00     0.9925E+03     0.2246E-02     0.7048E-01     0.7276E-02     0.5425E-02     0.5425E-01     0.3973E-01     0.0000E+00     0.1103E+02     0.3071E+01     0.2045E+03     0.1169E+03     0.6896E+01     0.9053E+01     0.1550E+01     0.3027E+01     0.0000E+00     0.0000E+00     0.2089E+07     0.4728E+01     0.1484E+03     0.1532E+02     0.1142E+02     0.1142E+03     0.8364E+02     0.0000E+00     0.1103E+02     0.3071E+01     0.2045E+03     0.1169E+03     0.6894E+01     0.9052E+01     0.1551E+01     0.3027E+01     0.0000E+00     0.0000E+00     0.2089E+07     0.4755E+01     0.1483E+03     0.1532E+02     0.1142E+02     0.1142E+03     0.8363E+02     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      21      21  cha021               0.6503E-01     0.6633E-03     0.1296E-04     0.6503E-04     0.3407E+04     0.2614E+01     0.1519E+01     0.8942E-01     0.1148E+00     0.1942E-01     0.3909E-01     0.0000E+00     0.0000E+00     0.2698E+05     0.5203E-01     0.1926E+01     0.1968E+00     0.1464E+00     0.1464E+01     0.1081E+01     0.0000E+00     0.1103E+02     0.3052E+01     0.2024E+03     0.1176E+03     0.6922E+01     0.8885E+01     0.1503E+01     0.3026E+01     0.0000E+00     0.0000E+00     0.2088E+07     0.4028E+01     0.1491E+03     0.1523E+02     0.1134E+02     0.1134E+03     0.8366E+02     0.0000E+00     0.1103E+02     0.3054E+01     0.2045E+03     0.1167E+03     0.6875E+01     0.8876E+01     0.1514E+01     0.3027E+01     0.0000E+00     0.0000E+00     0.2089E+07     0.4728E+01     0.1483E+03     0.1530E+02     0.1140E+02     0.1140E+03     0.8356E+02     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      22      22  cha022               0.2209E+00     0.2253E-02     0.4403E-04     0.2209E-03     0.3394E+04     0.2592E+01     0.1534E+01     0.9017E-01     0.1133E+00     0.1899E-01     0.3917E-01     0.0000E+00     0.0000E+00     0.2702E+05     0.4372E-01     0.1941E+01     0.1963E+00     0.1459E+00     0.1459E+01     0.1084E+01     0.0000E+00     0.1103E+02     0.3034E+01     0.2002E+03     0.1185E+03     0.6964E+01     0.8750E+01     0.1466E+01     0.3025E+01     0.0000E+00     0.0000E+00     0.2086E+07     0.3377E+01     0.1499E+03     0.1516E+02     0.1127E+02     0.1127E+03     0.8374E+02     0.0000E+00     0.1103E+02     0.3037E+01     0.2024E+03     0.1175E+03     0.6917E+01     0.8741E+01     0.1476E+01     0.3026E+01     0.0000E+00     0.0000E+00     0.2088E+07     0.4028E+01     0.1491E+03     0.1523E+02     0.1134E+02     0.1134E+03     0.8366E+02     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      23      23  cha023               0.4993E+00     0.5093E-02     0.9955E-04     0.4993E-03     0.3297E+04     0.2564E+01     0.1446E+01     0.8442E-01     0.1099E+00     0.1885E-01     0.3965E-01     0.0000E+00     0.0000E+00     0.2734E+05     0.3635E-01     0.1819E+01     0.1584E+00     0.1065E+00     0.1065E+01     0.9307E+00     0.0000E+00     0.1103E+02     0.2909E+01     0.1955E+03     0.1102E+03     0.6436E+01     0.8378E+01     0.1437E+01     0.3023E+01     0.0000E+00     0.0000E+00     0.2084E+07     0.2771E+01     0.1387E+03     0.1207E+02     0.8117E+01     0.8117E+02     0.7095E+02     0.0000E+00     0.1103E+02     0.2909E+01     0.1960E+03     0.1093E+03     0.6392E+01     0.8370E+01     0.1447E+01     0.3025E+01     0.0000E+00     0.0000E+00     0.2086E+07     0.3377E+01     0.1377E+03     0.1208E+02     0.8141E+01     0.8141E+02     0.7067E+02     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      24      24  cha024               0.1321E+00     0.1347E-02     0.2634E-04     0.1321E-03     0.3276E+04     0.2568E+01     0.1437E+01     0.8375E-01     0.1054E+00     0.1805E-01     0.3977E-01     0.0000E+00     0.0000E+00     0.2741E+05     0.2921E-01     0.1832E+01     0.1567E+00     0.1047E+00     0.1047E+01     0.9300E+00     0.0000E+00     0.1103E+02     0.2879E+01     0.1951E+03     0.1091E+03     0.6360E+01     0.8002E+01     0.1371E+01     0.3020E+01     0.0000E+00     0.0000E+00     0.2082E+07     0.2219E+01     0.1391E+03     0.1190E+02     0.7948E+01     0.7948E+02     0.7063E+02     0.0000E+00     0.1103E+02     0.2879E+01     0.1955E+03     0.1083E+03     0.6317E+01     0.7993E+01     0.1379E+01     0.3023E+01     0.0000E+00     0.0000E+00     0.2084E+07     0.2771E+01     0.1381E+03     0.1190E+02     0.7970E+01     0.7970E+02     0.7034E+02     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      25      25  cha025               0.8332E-01     0.1441E-02     0.1595E-04     0.8332E-04     0.2944E+04     0.2580E+01     0.1182E+01     0.6804E-01     0.9061E-01     0.1579E-01     0.4068E-01     0.0000E+00     0.0000E+00     0.2803E+05     0.2310E-01     0.1644E+01     0.9998E-01     0.4365E-01     0.4365E+00     0.6922E+00     0.0000E+00     0.1027E+02     0.2527E+01     0.1913E+03     0.8766E+02     0.5046E+01     0.6719E+01     0.1171E+01     0.3017E+01     0.0000E+00     0.0000E+00     0.2079E+07     0.1713E+01     0.1219E+03     0.7414E+01     0.3237E+01     0.3237E+02     0.5133E+02     0.0000E+00     0.1027E+02     0.2522E+01     0.1898E+03     0.8703E+02     0.5014E+01     0.6713E+01     0.1178E+01     0.3020E+01     0.0000E+00     0.0000E+00     0.2082E+07     0.2219E+01     0.1207E+03     0.7363E+01     0.3226E+01     0.3225E+02     0.5088E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      26      26  cha026               0.9830E-01     0.1701E-02     0.1881E-04     0.9830E-04     0.2895E+04     0.2625E+01     0.1200E+01     0.6898E-01     0.8837E-01     0.1502E-01     0.4102E-01     0.0000E+00     0.0000E+00     0.2826E+05     0.1724E-01     0.1676E+01     0.1016E+00     0.4422E-01     0.4422E+00     0.7050E+00     0.0000E+00     0.1027E+02     0.2461E+01     0.1928E+03     0.8812E+02     0.5066E+01     0.6490E+01     0.1103E+01     0.3013E+01     0.0000E+00     0.0000E+00     0.2075E+07     0.1266E+01     0.1231E+03     0.7465E+01     0.3248E+01     0.3247E+02     0.5178E+02     0.0000E+00     0.1027E+02     0.2457E+01     0.1913E+03     0.8748E+02     0.5034E+01     0.6485E+01     0.1110E+01     0.3017E+01     0.0000E+00     0.0000E+00     0.2079E+07     0.1713E+01     0.1219E+03     0.7413E+01     0.3236E+01     0.3236E+02     0.5132E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      27      27  cha027               0.7551E-01     0.1306E-02     0.1445E-04     0.7551E-04     0.2623E+04     0.1543E+01     0.8023E+00     0.4675E-01     0.8299E-01     0.1239E-01     0.4224E-01     0.0000E+00     0.0000E+00     0.2909E+05     0.1227E-01     0.1011E+01     0.6678E-01     0.3383E-01     0.3383E+00     0.4456E+00     0.0000E+00     0.1027E+02     0.2162E+01     0.1099E+03     0.5713E+02     0.3329E+01     0.5909E+01     0.8822E+00     0.3008E+01     0.0000E+00     0.0000E+00     0.2071E+07     0.8735E+00     0.7201E+02     0.4755E+01     0.2409E+01     0.2409E+02     0.3173E+02     0.0000E+00     0.1027E+02     0.2160E+01     0.1095E+03     0.5691E+02     0.3321E+01     0.5910E+01     0.8909E+00     0.3013E+01     0.0000E+00     0.0000E+00     0.2075E+07     0.1266E+01     0.7147E+02     0.4740E+01     0.2409E+01     0.2409E+02     0.3154E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      28      28  cha028               0.9015E-01     0.1560E-02     0.1725E-04     0.9015E-04     0.2577E+04     0.1555E+01     0.8086E+00     0.4705E-01     0.8144E-01     0.1139E-01     0.4234E-01     0.0000E+00     0.0000E+00     0.2915E+05     0.7774E-02     0.1023E+01     0.6727E-01     0.3396E-01     0.3396E+00     0.4501E+00     0.0000E+00     0.1027E+02     0.2114E+01     0.1103E+03     0.5733E+02     0.3336E+01     0.5774E+01     0.8079E+00     0.3002E+01     0.0000E+00     0.0000E+00     0.2067E+07     0.5512E+00     0.7255E+02     0.4769E+01     0.2408E+01     0.2408E+02     0.3191E+02     0.0000E+00     0.1027E+02     0.2113E+01     0.1099E+03     0.5711E+02     0.3328E+01     0.5776E+01     0.8166E+00     0.3008E+01     0.0000E+00     0.0000E+00     0.2071E+07     0.8735E+00     0.7201E+02     0.4755E+01     0.2409E+01     0.2409E+02     0.3173E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      29      29  cha029               0.2078E+00     0.3594E-02     0.3976E-04     0.2078E-03     0.2546E+04     0.1571E+01     0.8172E+00     0.4748E-01     0.8040E-01     0.1045E-01     0.4255E-01     0.0000E+00     0.0000E+00     0.2927E+05     0.4281E-02     0.1038E+01     0.6793E-01     0.3418E-01     0.3418E+00     0.4559E+00     0.0000E+00     0.1027E+02     0.2075E+01     0.1106E+03     0.5754E+02     0.3343E+01     0.5661E+01     0.7359E+00     0.2996E+01     0.0000E+00     0.0000E+00     0.2061E+07     0.3014E+00     0.7310E+02     0.4783E+01     0.2407E+01     0.2407E+02     0.3210E+02     0.0000E+00     0.1027E+02     0.2074E+01     0.1103E+03     0.5732E+02     0.3335E+01     0.5665E+01     0.7451E+00     0.3002E+01     0.0000E+00     0.0000E+00     0.2067E+07     0.5512E+00     0.7255E+02     0.4769E+01     0.2408E+01     0.2408E+02     0.3191E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      30      30  cha030               0.1232E+00     0.2132E-02     0.2359E-04     0.1232E-03     0.2460E+04     0.1585E+01     0.8013E+00     0.4633E-01     0.7377E-01     0.8931E-02     0.2462E-01     0.0000E+00     0.0000E+00     0.1677E+05     0.2266E-02     0.1053E+01     0.6846E-01     0.3423E-01     0.3423E+00     0.4612E+00     0.0000E+00     0.1027E+02     0.1990E+01     0.1108E+03     0.5601E+02     0.3239E+01     0.5156E+01     0.6242E+00     0.1721E+01     0.0000E+00     0.0000E+00     0.1172E+07     0.1584E+00     0.7361E+02     0.4785E+01     0.2393E+01     0.2392E+02     0.3223E+02     0.0000E+00     0.1027E+02     0.1989E+01     0.1104E+03     0.5581E+02     0.3232E+01     0.5163E+01     0.6333E+00     0.1725E+01     0.0000E+00     0.0000E+00     0.1175E+07     0.3014E+00     0.7305E+02     0.4772E+01     0.2394E+01     0.2394E+02     0.3205E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      31      31  cha031               0.9801E-01     0.1696E-02     0.1876E-04     0.9801E-04     0.2205E+04     0.1666E+01     0.6157E+00     0.3564E-01     0.5799E-01     0.8053E-02     0.2559E-01     0.0000E+00     0.0000E+00     0.1742E+05     0.8936E-03     0.1033E+01     0.5477E-01     0.1710E-01     0.1710E+00     0.4059E+00     0.0000E+00     0.1027E+02     0.1712E+01     0.1118E+03     0.4130E+02     0.2391E+01     0.3890E+01     0.5402E+00     0.1716E+01     0.0000E+00     0.0000E+00     0.1168E+07     0.5995E-01     0.6933E+02     0.3674E+01     0.1147E+01     0.1147E+02     0.2723E+02     0.0000E+00     0.1027E+02     0.1708E+01     0.1108E+03     0.4128E+02     0.2394E+01     0.3893E+01     0.5483E+00     0.1721E+01     0.0000E+00     0.0000E+00     0.1172E+07     0.1584E+00     0.6870E+02     0.3641E+01     0.1137E+01     0.1137E+02     0.2699E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      32      32  cha032               0.1946E+00     0.3366E-02     0.3724E-04     0.1946E-03     0.2192E+04     0.1686E+01     0.6175E+00     0.3568E-01     0.5589E-01     0.7716E-02     0.2559E-01     0.0000E+00     0.0000E+00     0.1741E+05     0.2042E-03     0.1046E+01     0.5543E-01     0.1731E-01     0.1730E+00     0.4108E+00     0.0000E+00     0.1027E+02     0.1697E+01     0.1128E+03     0.4130E+02     0.2386E+01     0.3738E+01     0.5160E+00     0.1711E+01     0.0000E+00     0.0000E+00     0.1164E+07     0.1366E-01     0.6996E+02     0.3707E+01     0.1157E+01     0.1157E+02     0.2748E+02     0.0000E+00     0.1027E+02     0.1693E+01     0.1118E+03     0.4129E+02     0.2390E+01     0.3741E+01     0.5245E+00     0.1716E+01     0.0000E+00     0.0000E+00     0.1168E+07     0.5995E-01     0.6933E+02     0.3674E+01     0.1147E+01     0.1147E+02     0.2723E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      33      33  cha033               0.7015E+00     0.8979E-02     0.1358E-03     0.7015E-03     0.2299E+02     0.2796E-01     0.1280E-01     0.7452E-03     0.1338E-02     0.3624E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1739E-01     0.9269E-03     0.2951E-03     0.2951E-02     0.6850E-02     0.0000E+00     0.1048E+02     0.6212E+00     0.6529E+02     0.2989E+02     0.1740E+01     0.3123E+01     0.8461E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4059E+02     0.2164E+01     0.6890E+00     0.6890E+01     0.1599E+02     0.0000E+00     0.1048E+02     0.6212E+00     0.6526E+02     0.2988E+02     0.1739E+01     0.3123E+01     0.8468E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4058E+02     0.2163E+01     0.6887E+00     0.6887E+01     0.1599E+02     0.0000E+00     0.1048E+02     0.1099E+02
     1     1     1  2001      34      34  cha034               0.1869E+00     0.2392E-02     0.3618E-04     0.1869E-03     0.2403E+02     0.3240E-01     0.1475E-01     0.8536E-03     0.1473E-02     0.3701E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2014E-01     0.1072E-02     0.3399E-03     0.3399E-02     0.7928E-02     0.0000E+00     0.1048E+02     0.5608E+00     0.6532E+02     0.2974E+02     0.1721E+01     0.2971E+01     0.7463E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4060E+02     0.2161E+01     0.6853E+00     0.6852E+01     0.1598E+02     0.0000E+00     0.1048E+02     0.5608E+00     0.6529E+02     0.2972E+02     0.1720E+01     0.2971E+01     0.7470E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4058E+02     0.2160E+01     0.6850E+00     0.6849E+01     0.1598E+02     0.0000E+00     0.1048E+02     0.1099E+02
     1     1     1  2001      35      35  cha035               0.1847E+00     0.3196E-02     0.3535E-04     0.1847E-03     0.2075E+04     0.1736E+01     0.6115E+00     0.3512E-01     0.4817E-01     0.6674E-02     0.1739E-01     0.0000E+00     0.0000E+00     0.1185E+05     0.5099E-04     0.1078E+01     0.5701E-01     0.1770E-01     0.1770E+00     0.4229E+00     0.0000E+00     0.1027E+02     0.1572E+01     0.1137E+03     0.4004E+02     0.2300E+01     0.3154E+01     0.4370E+00     0.1139E+01     0.0000E+00     0.0000E+00     0.7759E+06     0.3339E-02     0.7057E+02     0.3733E+01     0.1159E+01     0.1159E+02     0.2769E+02     0.0000E+00     0.1027E+02     0.1568E+01     0.1127E+03     0.4003E+02     0.2303E+01     0.3154E+01     0.4425E+00     0.1143E+01     0.0000E+00     0.0000E+00     0.7788E+06     0.1366E-01     0.6992E+02     0.3699E+01     0.1149E+01     0.1149E+02     0.2744E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      36      36  cha036               0.6764E-01     0.1170E-02     0.1295E-04     0.6764E-04     0.1854E+04     0.1818E+01     0.6077E+00     0.3459E-01     0.3737E-01     0.3290E-02     0.2724E-02     0.0000E+00     0.0000E+00     0.1715E+04     0.0000E+00     0.1129E+01     0.5960E-01     0.1837E-01     0.1836E+00     0.4426E+00     0.0000E+00     0.1027E+02     0.1353E+01     0.1146E+03     0.3832E+02     0.2181E+01     0.2356E+01     0.2074E+00     0.1717E+00     0.0000E+00     0.0000E+00     0.1081E+06     0.0000E+00     0.7120E+02     0.3758E+01     0.1158E+01     0.1158E+02     0.2791E+02     0.0000E+00     0.1027E+02     0.1349E+01     0.1136E+03     0.3831E+02     0.2185E+01     0.2354E+01     0.2071E+00     0.1723E+00     0.0000E+00     0.0000E+00     0.1086E+06     0.3339E-02     0.7052E+02     0.3722E+01     0.1147E+01     0.1147E+02     0.2764E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      37      37  cha037               0.1372E+00     0.1399E-02     0.2735E-04     0.1372E-03     0.3770E+02     0.6842E-02     0.5792E-02     0.3898E-03     0.3046E-02     0.6368E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4423E-02     0.2519E-03     0.9653E-04     0.9651E-03     0.1803E-02     0.0000E+00     0.1103E+02     0.5393E+00     0.8455E+01     0.7158E+01     0.4817E+00     0.3765E+01     0.7869E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5466E+01     0.3113E+00     0.1193E+00     0.1193E+01     0.2229E+01     0.0000E+00     0.1103E+02     0.5394E+00     0.8450E+01     0.7158E+01     0.4818E+00     0.3765E+01     0.7884E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5462E+01     0.3111E+00     0.1193E+00     0.1192E+01     0.2227E+01     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      38      38  cha038               0.5547E-01     0.9596E-03     0.1062E-04     0.5547E-04     0.1842E+04     0.1843E+01     0.6083E+00     0.3453E-01     0.3681E-01     0.3288E-02     0.1196E-02     0.0000E+00     0.0000E+00     0.7483E+03     0.0000E+00     0.1145E+01     0.6040E-01     0.1860E-01     0.1860E+00     0.4486E+00     0.0000E+00     0.1027E+02     0.1339E+01     0.1157E+03     0.3820E+02     0.2169E+01     0.2312E+01     0.2065E+00     0.7511E-01     0.0000E+00     0.0000E+00     0.4699E+05     0.0000E+00     0.7188E+02     0.3793E+01     0.1168E+01     0.1168E+02     0.2817E+02     0.0000E+00     0.1027E+02     0.1334E+01     0.1146E+03     0.3820E+02     0.2173E+01     0.2311E+01     0.2061E+00     0.7538E-01     0.0000E+00     0.0000E+00     0.4720E+05     0.0000E+00     0.7120E+02     0.3757E+01     0.1157E+01     0.1157E+02     0.2791E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      39      39  cha039               0.9246E-01     0.9431E-03     0.1843E-04     0.9246E-04     0.3523E+02     0.7360E-02     0.6032E-02     0.3976E-03     0.3038E-02     0.6007E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4742E-02     0.2672E-03     0.9963E-04     0.9961E-03     0.1922E-02     0.0000E+00     0.1103E+02     0.4687E+00     0.8461E+01     0.6935E+01     0.4571E+00     0.3492E+01     0.6905E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5452E+01     0.3072E+00     0.1145E+00     0.1145E+01     0.2210E+01     0.0000E+00     0.1103E+02     0.4688E+00     0.8455E+01     0.6935E+01     0.4572E+00     0.3493E+01     0.6920E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5447E+01     0.3070E+00     0.1145E+00     0.1145E+01     0.2208E+01     0.0000E+00     0.1103E+02     0.1099E+02
     1     1     1  2001      40      40  cha040               0.1023E+00     0.1771E-02     0.1959E-04     0.1023E-03     0.1466E+04     0.1988E+01     0.6423E+00     0.3628E-01     0.3242E-01     0.2034E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1235E+01     0.6516E-01     0.2006E-01     0.2006E+00     0.4840E+00     0.0000E+00     0.1027E+02     0.9972E+00     0.1168E+03     0.3774E+02     0.2132E+01     0.1905E+01     0.1195E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7257E+02     0.3829E+01     0.1179E+01     0.1179E+02     0.2844E+02     0.0000E+00     0.1027E+02     0.9954E+00     0.1156E+03     0.3776E+02     0.2138E+01     0.1910E+01     0.1207E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7183E+02     0.3790E+01     0.1167E+01     0.1167E+02     0.2815E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      41      41  cha041               0.1231E+00     0.2130E-02     0.2357E-04     0.1231E-03     0.1437E+04     0.2022E+01     0.6463E+00     0.3641E-01     0.3021E-01     0.1547E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1256E+01     0.6629E-01     0.2041E-01     0.2041E+00     0.4924E+00     0.0000E+00     0.1027E+02     0.9707E+00     0.1180E+03     0.3771E+02     0.2125E+01     0.1763E+01     0.9030E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7331E+02     0.3868E+01     0.1191E+01     0.1191E+02     0.2873E+02     0.0000E+00     0.1027E+02     0.9692E+00     0.1168E+03     0.3774E+02     0.2132E+01     0.1770E+01     0.9147E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7257E+02     0.3829E+01     0.1179E+01     0.1179E+02     0.2844E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      42      42  cha042               0.1383E+00     0.2393E-02     0.2647E-04     0.1383E-03     0.1378E+04     0.2063E+01     0.6503E+00     0.3653E-01     0.2245E-01     0.1408E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1282E+01     0.6761E-01     0.2081E-01     0.2081E+00     0.5023E+00     0.0000E+00     0.1027E+02     0.9216E+00     0.1192E+03     0.3758E+02     0.2111E+01     0.1297E+01     0.8134E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7406E+02     0.3907E+01     0.1202E+01     0.1202E+02     0.2902E+02     0.0000E+00     0.1027E+02     0.9198E+00     0.1180E+03     0.3762E+02     0.2119E+01     0.1305E+01     0.8244E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7331E+02     0.3867E+01     0.1190E+01     0.1190E+02     0.2873E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      43      43  cha043               0.1425E+01     0.1825E-01     0.2760E-03     0.1425E-02     0.1904E+02     0.2819E-01     0.1269E-01     0.7256E-03     0.1168E-02     0.2443E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1751E-01     0.9297E-03     0.2922E-03     0.2922E-02     0.6884E-02     0.0000E+00     0.1048E+02     0.5108E+00     0.6535E+02     0.2942E+02     0.1682E+01     0.2708E+01     0.5663E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4058E+02     0.2155E+01     0.6773E+00     0.6773E+01     0.1596E+02     0.0000E+00     0.1048E+02     0.5108E+00     0.6532E+02     0.2940E+02     0.1681E+01     0.2709E+01     0.5667E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4057E+02     0.2154E+01     0.6770E+00     0.6770E+01     0.1595E+02     0.0000E+00     0.1048E+02     0.1099E+02
     1     1     1  2001      44      44  cha044               0.1168E+00     0.2020E-02     0.2235E-04     0.1168E-03     0.6408E+02     0.1018E+00     0.3200E-01     0.1796E-02     0.8260E-03     0.6527E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6327E-01     0.3338E-02     0.1027E-02     0.1027E-01     0.2480E-01     0.0000E+00     0.1027E+02     0.8685E+00     0.1193E+03     0.3747E+02     0.2103E+01     0.9672E+00     0.7643E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7409E+02     0.3908E+01     0.1203E+01     0.1203E+02     0.2903E+02     0.0000E+00     0.1027E+02     0.8684E+00     0.1192E+03     0.3747E+02     0.2103E+01     0.9675E+00     0.7648E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7405E+02     0.3906E+01     0.1202E+01     0.1202E+02     0.2902E+02     0.0000E+00     0.1027E+02     0.1099E+02
     1     1     1  2001      45      45  cha045               0.9464E+00     0.1211E-01     0.1832E-03     0.9464E-03     0.1872E+02     0.3097E-01     0.1370E-01     0.7751E-03     0.1048E-02     0.1661E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1922E-01     0.1018E-02     0.3177E-03     0.3177E-02     0.7549E-02     0.0000E+00     0.1048E+02     0.4574E+00     0.6538E+02     0.2893E+02     0.1636E+01     0.2212E+01     0.3507E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4058E+02     0.2150E+01     0.6706E+00     0.6706E+01     0.1594E+02     0.0000E+00     0.1048E+02     0.4574E+00     0.6535E+02     0.2892E+02     0.1636E+01     0.2213E+01     0.3509E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4056E+02     0.2149E+01     0.6703E+00     0.6703E+01     0.1593E+02     0.0000E+00     0.1048E+02     0.1099E+02
     1     1     1  2001      46      46  cha046               0.3580E+00     0.4582E-02     0.6930E-04     0.3580E-03     0.2308E+02     0.8243E-05     0.1673E-02     0.1989E-03     0.1541E-02     0.1037E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1576E-03     0.3669E-04     0.4031E-04     0.4031E-03     0.1686E-03     0.0000E+00     0.1048E+02     0.4763E+00     0.1469E-01     0.2982E+01     0.3546E+00     0.2748E+01     0.1848E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2809E+00     0.6540E-01     0.7186E-01     0.7186E+00     0.3005E+00     0.0000E+00     0.1048E+02     0.4764E+00     0.1667E-01     0.2985E+01     0.3550E+00     0.2748E+01     0.1850E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2811E+00     0.6545E-01     0.7192E-01     0.7192E+00     0.3007E+00     0.0000E+00     0.1048E+02     0.1099E+02
